"row ID";"?Admon";"Cod Via";"Departamento";"Gcd Departamento";"Nombre";"Nombre Proyecto";"Responsable";"Sector";"Sigla Proyecto";"Telefono";"Telefono G";"Ubicacion";"2016AbrRecaudo";"2016AbrTrafico";"2016AgoRecaudo";"2016AgoTrafico";"2016DicRecaudo";"2016DicTrafico";"2016EneRecaudo";"2016EneTrafico";"2016FebRecaudo";"2016FebTrafico";"2016JulRecaudo";"2016JulTrafico";"2016JunRecaudo";"2016JunTrafico";"2016MarRecaudo";"2016MarTrafico";"2016MayRecaudo";"2016MayTrafico";"2016NovRecaudo";"2016NovTrafico";"2016OctRecaudo";"2016OctTrafico";"2016SepRecaudo";"2016SepTrafico";"2017AbrRecaudo";"2017AbrTrafico";"2017AgoRecaudo";"2017AgoTrafico";"2017DicRecaudo";"2017DicTrafico";"2017EneRecaudo";"2017EneTrafico";"2017FebRecaudo";"2017FebTrafico";"2017JulRecaudo";"2017JulTrafico";"2017JunRecaudo";"2017JunTrafico";"2017MarRecaudo";"2017MarTrafico";"2017MayRecaudo";"2017MayTrafico";"2017NovRecaudo";"2017NovTrafico";"2017OctRecaudo";"2017OctTrafico";"2017SepRecaudo";"2017SepTrafico";"2018AbrRecaudo";"2018AbrTrafico";"2018AgoRecaudo";"2018AgoTrafico";"2018DicRecaudo";"2018DicTrafico";"2018EneRecaudo";"2018EneTrafico";"2018FebRecaudo";"2018FebTrafico";"2018JulRecaudo";"2018JulTrafico";"2018JunRecaudo";"2018JunTrafico";"2018MarRecaudo";"2018MarTrafico";"2018MayRecaudo";"2018MayTrafico";"2018NovRecaudo";"2018NovTrafico";"2018OctRecaudo";"2018OctTrafico";"2018SepRecaudo";"2018SeptTrafico";"Cat 1";"Cat 2";"Cat 3";"Cat 4";"Cat 5";"Cat 6";"Cat 7";"Cat 8";"Cat 9";"Eje Adic 2";"Eje Adicio";"Latitud";"Longitud"
"Row53";"CONCESION ACCENORTE";"45A04";"Cundinamarca";25;"FUSCA";"IP - ACCESOS NORTE";"Concesión ANI";"Bogotá - Ubaté";"IP-AN";"6760652  Opc 1 - 3125194023 – 3125196546";"676 06 52";"Bogotá – Albarracín Km 4";863914800;104633;853357900;104129;879384800;107204;690110300;85477;793955100;96283;733383700;89580;794106000;96278;816152300;99700;887532000;108070;867401500;105452;854110200;104041;892875200;108411;857421900;"3311,633333";905322200;"3383,677419";905829400;"3415,870968";735601500;"2772,225806";885481400;"3661,178571";766153987;"2870,548387";807393700;"3109,966667";1001671200;"3752,193548";898013000;"3356,290323";866421600;"3330,766667";842269800;"3151,193548";851966900;"3263,3";835540900;92256;1092841100;122218;1109065100;125032;736880100;83214;862149400;95321;826186000;92087;885423600;98963;932348100;104468;907037400;101181;1060943200;116932;1042015800;114977;1105375900;123667;8700;15000;9600;21800;33100;42700;47300;0;0;0;0;"4,835449673";"-74,02880975"
"Row54";"CONCESION  ACCENORTE";"45A04";"Cundinamarca";25;"UNISABANA";"IP - ACCESOS NORTE";"Concesión ANI";"Bogotá - Ubaté";"IP-AN";"6760652  Opc 1 - 3125194023 – 3125196546";"676 06 52";"Bogotá – Albarracín Km 5+600";272935000;7808;288611000;8184;260188600;7393;242948100;6918;276457900;7898;221663900;6307;215512900;6104;294362000;8454;246158500;7005;248117400;7062;227013800;6378;205700900;5835;230210800;"205,2333333";267898000;"225,6451613";272751600;"0";239266200;"207,8387097";242626200;"233,0714286";257840200;"219,6451613";254195600;"224,7666667";246624600;"211,4193548";258539800;"222,6774194";270830000;"238,9";270894200;"230,3548387";261798200;"230,3333333";247617100;0;173183400;0;185588800;0;258902000;0;256477500;0;228199900;0;217527300;0;248942500;0;224652300;0;193082000;0;181625800;0;157778100;0;0;0;0;0;33100;42700;47300;0;0;0;0;"4,855379831";"-74,03146987"
"Row55";"CONCESION  ACCENORTE";"45A04";"Cundinamarca";25;"UNISABANA";"IP - ACCESOS NORTE";"Concesión ANI";"Bogotá - Ubaté";"IP-AN";"6760652  Opc 1 - 3125194023 – 3125196546";"676 06 52";"Bogotá – Albarracín Km 5+600";272935000;0;288611000;0;260188600;0;242948100;0;276457900;0;221663900;0;215512900;0;294362000;0;246158500;0;248117400;0;227013800;0;205700900;0;230210800;"0";267898000;"0";272751600;"234,4193548";239266200;"0";242626200;"0";257840200;"0";254195600;"0";246624600;"0";258539800;"0";270830000;"0";270894200;"0";261798200;"0";247617100;6220;173183400;4441;185588800;4812;258902000;6712;256477500;6497;228199900;5819;217527300;5477;248942500;6258;224652300;5627;193082000;5073;181625800;4690;157778100;4037;0;0;0;0;33100;42700;47300;0;0;0;0;"4,855379831";"-74,03146987"
"Row58";"CONCESION AUTOPISTAS DEL CAFE";"2902";"Caldas";17;"TARAPACA I";"ARMENIA-PEREIRA-MANIZALES";"Concesión ANI";"La Romelia - Río Campo Alegre";"APM";"(6) 3282720";"3138176567 #850";"Vía Pereira – Manizales Km. 20 + 200";1404723650;80870;2310237250;151346;1669372750;101941;1637781500;102351;1410076200;79860;1282530800;80616;1196914350;72835;1499270100;87081;1447546650;83168;1577941100;93678;1667083700;99615;2375926800;165040;1543931150;"2954,6";1660976750;"2940,935484";1770101450;"3383,419355";1789732300;"3541,16129";1531048400;"3039,214286";1654451450;"2950,741935";1609667600;"2946,8";1576521200;"2901,741935";1512758750;"2742,935484";1550312100;"2801,5";1615785800;"2873,741935";1570024600;"2832,066667";1276506800;72441;1314480900;73372;1382736100;80484;1549008250;96067;964530100;59858;1294944100;73961;1051015050;60035;1106480800;69606;1276728900;71817;1248609900;69941;1311233900;74292;1246789200;69485;11500;15200;15200;15200;38100;50400;56300;0;0;0;0;"4,939047486";"-75,61660194"
"Row59";"Concesión Autopistas del Café";"29RSC";"Risaralda";66;"TARAPACA II";"ARMENIA-PEREIRA-MANIZALES";"Concesión ANI";"Intersección Jazmín - Estación de  Servicio Chinchiná";"APM";"(6) 3282720";"3138176567 #850";"Vía Pereira – Chinchiná PR29RSC Km 24 + 100";2708495250;210482;2600775650;185606;3429870700;278000;3521795900;290506;2663009200;202772;2949938150;242645;2823149200;231486;3156702300;252465;2958221050;233791;2907604150;227970;3006125300;234563;2012433900;138327;3127333550;"8004,866667";3267919850;"7875,225806";3762435000;"9473,032258";3669685950;"9326,193548";2655409200;"6943,357143";3329230400;"8071,612903";3237537600;"8055,4";2946650650;"7103,096774";2987355700;"7244,419355";3260122000;"8081,233333";3260987400;"7879,967742";2987020400;"7341,833333";2986138950;223729;3265496920;247129;3741410950;290338;3501973950;276101;2137592750;170038;3309310900;252421;2630667350;201231;3021752850;240857;2962921000;221877;3099873450;234737;3192714200;241749;2951339550;221736;11500;15200;15200;15200;38100;50400;56300;0;0;0;0;"4,950098818";"-75,61868222"
"Row60";"CONCESION PACIFICO TRES S.A.S  (ODINSA)";"2507";"Caldas";17;"ACAPULCO";"AUTOPISTA CONEXIÓN PACIFICO 3";"Concesión ANI";"La Virginia - Remolinos";"P3";"3219738470";"018000423780 – 3219738470";"Vía Y de Cerritos  - Cauyá PR2507 Km 24";588188700;75724;691698200;86790;803528400;103942;734081100;97515;599925400;76217;699778100;90354;661336500;83344;670704200;86264;646357200;83620;706227000;90183;709349700;88979;658577400;82716;762151800;"3005,966667";767779200;"2767,741935";919063600;"3472,516129";826667600;"3343,483871";667394100;"2838,642857";801009500;"2921,322581";742053600;"2903,666667";760795600;"2868,032258";763950500;"2912,967742";816278700;"2998,966667";717103900;"2559,612903";702351000;"2589,066667";1107747800;109589;1927190700;119666;1925974100;129337;1354646000;139093;1552919150;136699;1925055900;121432;1584564500;112631;1430949000;129099;1217613100;120429;1812760800;115550;1859298900;115864;1712171500;106213;11400;14100;14100;14100;33800;42400;48900;0;0;0;0;"4,999048816";"-75,85886931"
"Row61";"CONCESION AUTOPISTAS DEL CAFE";"29CL03-1";"Caldas";17;"PAVAS";"ARMENIA-PEREIRA-MANIZALES";"Concesión ANI";"Club Campestre - La Trinidad";"APM";"(6) 3282720";"3138176567 #850";"Club Campestre – La Trinidad Km. 1 + 200";938313300;90936;1077139200;101695;1237888500;122900;1263045800;128523;927129900;88179;1056001800;105797;975504900;97013;1058280400;103801;995875200;97476;1077655300;104341;1126734400;108653;1012797300;95892;1159020000;"3598,366667";1221717800;"3550,741935";1436268750;"4307,419355";1385248700;"4303,677419";995191400;"3197,571429";1212620300;"3556,451613";1167218200;"3555,133333";1109603500;"3304,483871";1412587450;"4192,225806";1376032200;"4176,833333";1246243300;"3651,322581";1136001800;"3415,133333";1249898200;107033;1355024700;118063;1449756600;128892;1575622400;140770;1245886900;102959;1376492200;118587;1100823200;93357;1380586900;117668;1309048100;109986;1266961800;109240;1316777650;114612;1209368600;104595;10400;12600;12600;12600;30700;38400;44600;0;0;0;0;"5,027053239";"-75,58739122"
"Row62";"CONCESION BRICEÑO – TUNJA – SOGAMOSO";"5501";"Cundinamarca";25;"EL ROBLE";"BRICEÑO - TUNJA - SOGAMOSO";"Concesión ANI";"Bogotá - Chocontá";"BTS";"3174341030 // 3203409278";"3174422284 // 3174341120 //  3174341030 // 3164086968";"Bogotá – Albarracín Km 36";3763046950;431198;4378054450;508969;5364564200;657040;4794447100;598914;3770661800;428277;3730474700;468375;3919023250;473836;4631296350;549605;4237666550;500518;4267193300;506297;4435054550;526809;3941526800;455449;4819162350;"18497,96667";4849133550;"17654,58065";6125827150;"23189,77419";5205552350;"20133,58065";4065230200;"15782,25";4915089150;"18023,90323";4639179350;"17618,13333";4453022150;"15929,67742";4535709900;"16365,19355";4718687150;"17596,76667";4891252500;"17569,6129";4287092800;"15716,1";4654001500;497772;5454029600;582742;6958094150;777778;5709170400;650287;4302392000;455763;5428986950;592646;5180678700;566983;5371967800;591471;4834147650;514603;5424347650;573343;5452719500;577706;4976669050;520042;8000;8900;23000;28500;33500;0;0;0;0;6800;8200;"5,031298851";"-73,8398406"
"Row63";"CONCESION AUTOPISTAS DEL CAFE";"29CL03";"Caldas";17;"SANTAGUEDA";"ARMENIA-PEREIRA-MANIZALES";"Concesión ANI";"Chinchiná - La Manuela";"APM";"(6) 3282720";"3138176567 #850";"Cruce Guayacanes – La Manuela Km 6";1418827800;88754;1884098100;116768;1807995450;125486;1909011050;138482;1457632300;89924;1426173000;101415;1337361550;93851;1749069850;120544;1553020500;101169;1563744100;100826;1661897750;106737;1564136050;94668;1649211550;"3620,133333";1723681450;"3435,451613";1836401200;"4001,580645";1943588550;"4413,16129";1443673000;"3076,785714";1708071700;"3443,354839";1699698200;"3504,2";1533398800;"3037,935484";1429705200;"2835,354839";1619146100;"3273,566667";1675976600;"3339,064516";1575441400;"3101,733333";1108756950;70013;1170848650;72017;1402448000;93636;1280487850;91233;161118900;12290;1134173550;73155;867523700;57158;739616950;59931;950100100;58064;1093613250;67190;1135105100;70119;1063057700;62237;10400;12600;12600;12600;30700;38400;44600;0;0;0;0;"5,048648256";"-75,59882027"
"Row65";"CONCESION SABANA DE OCCIDENTE";"5008";"Cundinamarca";25;"CAIQUERO";"BOGOTÁ - SIBERIA - LA PUNTA - EL VINO - VILLETA";"Concesión ANI";"Villeta - Bogotá";"SV";"5939260 ---------3185577768---------- 3102613190----------- 3002149460";"5939260";"Km.67+800 Bogotá (El Cortijo) – Siberia – La Punta – El Vino – Villeta";1722131000;143959;2119321100;186802;2677938000;258301;2697993900;275069;1713553500;142564;2340131400;211533;2049783000;184340;2249529000;208017;1953870100;175161;2139540600;191994;2186347300;200521;1844934500;159077;2367093600;"7096,6";2366753300;"6578,677419";3043060300;"9125,903226";2951261200;"9247,387097";1827939600;"5304,535714";2406472700;"6856,580645";2334040000;"6913,1";2047183500;"5521,903226";2037190500;"5482,451613";2327374300;"6530,133333";2413424000;"6713,967742";2007601800;"5510,333333";2190464000;176086;2513286500;207882;3194011000;282390;3191132000;297080;1969910900;153451;2677518700;226198;2504217500;214556;2560241500;219167;2213739900;176462;2485043300;203104;2502540000;208560;2199666500;173691;9300;12100;30000;36100;41500;0;0;0;0;8900;9300;"5,065469603";"-74,41429469"
"Row66";"CONCESION DEL SISGA S.A.S.";"5607";"Cundinamarca";25;"MACHETA";"TRANSVERSAL DEL SISGA";"Concesión ANI";"Brisas - Guateque";"TVS";"320 928 4913 - 321 964 0314";"320 928 4913 - 321 964 0314";"Vía Sisga – Guateque Km 27";353343900;44078;428631200;52411;513041700;64265;550823100;72094;365530800;44988;407576700;51303;423333600;52568;469439800;58182;436575200;54480;444178200;55171;461402250;57399;397953000;48807;473352200;"1890,066667";446012000;"1704,225806";569047700;"2178,354839";582426300;"2328,193548";375107000;"1576,392857";456223400;"1755,193548";454916000;"1798,733333";424233600;"1605,774194";429468000;"1630,354839";463078500;"1787,8";465360100;"1781,612903";410977300;"1609,066667";415071000;45836;449457000;49533;600282950;68252;593629500;69726;404158800;45418;445595050;49424;464971800;51736;511325800;56748;437884000;48571;499814100;55079;509505800;55233;412725200;44658;8500;9200;19500;24700;27700;0;0;0;0;8400;8700;"5,077262984";"-73,553428"
"Row67";"Concesión Alto Magdalena";"4509";"Cundinamarca";25;"CAMBAO";"GIRARDOT - HONDA - PUERTO SALGAR";"Concesión ANI";"Tramo que cubre desde Flandes hasta Puerto Salgar";"GHP";"3219738507";"3219738507";"Km05+892 Ruta 45 Tramo 09";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";0;"0";0;"0";0;"0";0;"0";0;"0";0;"0";0;"0";0;"0";0;"0";0;"0";0;"0";110166000;6788;228001650;11241;411973900;22697;51198850;3637;132886000;8251;166971100;9907;131308200;8637;130708750;8460;104668900;6573;312980900;13785;296104900;13427;233251300;10839;9900;14000;19200;25700;36400;59000;67400;0;0;0;0;"5,09244884";"-74,70381554"
"Row69";"INVIAS";"45A04";"Cundinamarca";25;"CASABLANCA";"ZIPAQUIRÁ - PALENQUE";"INVIAS";"Bogotá - Ubaté";"ZP";"-1";"-1";"Cogua – Tausa Km 40+000";2395518100;243465;2725316650;285758;2908149100;321201;2850557050;327300;2345029700;238905;2382247150;277834;2481652800;266477;2771447596;300428;2573424950;273766;2644092000;275877;2742840500;293486;2472472550;252833;2807097950;"9756,666667";0;"0";0;"0";3035932200;"10452,74194";2381931950;"8376,214286";0;"0";2659363800;"9140,133333";2591569900;"8362,612903";2523709450;"8321";0;"0";0;"0";0;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8200;8900;22900;28500;33300;0;0;0;0;9300;9500;"5,104394194";"-73,91282774"
"Row71";"Concesionaria Alternativas Viales SAS.";"5007";"Tolima";73;"HONDA";"IP - CAMBAO-MANIZALES";"Concesión ANI";"Fresno - Honda";"IP-CM";"3506666383 - 3506666384 - 3506666385";"350 666-6375 - 350666-6386";"Km 35 + 100 Vía Mariquita – Honda";1150965850;114929;1330612400;136506;2025503500;163719;1484741050;170599;1101970050;110976;1204650800;132815;1225321900;128373;1308953600;141250;1186450800;124956;1705278950;130147;1767606400;136745;1271621850;120465;1847840600;"4674";1838363800;"4325,903226";2137373250;"5336,935484";2233237650;"5938,967742";1612955300;"4078,857143";1888030900;"4466,387097";1891191500;"4427,903226";1751895600;"4013,032258";1689734200;"3885,935484";1808280500;"4327,266667";1860381200;"4363,645161";1697821600;"3987,133333";1825182800;125395;1967567350;134709;2083013100;152496;2357807250;182806;1701811850;117580;2045994900;142909;1983168900;136189;2030168750;143443;1865132600;124952;1834830500;124465;1965847900;134459;1821475500;119229;10700;11400;11900;12400;26500;36200;39200;0;0;0;0;"5,201507469";"-74,82034451"
"Row73";"Concesión Briceño - Tunja - Sogamoso";"5501";"Cundinamarca";25;"ALBARRACIN";"BRICEÑO - TUNJA - SOGAMOSO";"Concesión ANI";"Chocontá - Tunja";"BTS";"3174340875";"3203083341";"Vía Bogotá Tunja KM 82+200, Jurisdicción Villa Pinzón (Cundinamarca)";2660926350;283988;3211851900;350355;4008517050;469466;3441440200;411188;2654732550;280997;2450402650;299591;2723498700;314921;3333470000;377069;3043249950;339126;3024431200;337603;3183902950;354488;2830068250;305016;3457976700;"12537,36667";3519567750;"11928,32258";4621163150;"16692,03226";3734202700;"13855,41935";2916730050;"10384,42857";3521676000;"12167,96774";3329043050;"11812,53333";3195804850;"10548,25806";3253392850;"10835,41935";3390989350;"11710,9";3508570350;"11733,90323";3066443050;"10289,3";3276038050;87193;3957627650;91648;5244128600;114978;4166305550;117298;3050097750;84119;3915513800;94288;3752587200;91598;3795024050;102185;3402289100;91424;3906217550;98799;3947597000;98941;3556600750;89153;8000;8900;23000;28500;33500;0;0;0;0;6800;8200;"5,29046083";"-73,58351918"
"Row75";"Concesión Pacífico Tres";"2508";"Caldas";17;"SUPIA";"AUTOPISTA CONEXIÓN PACIFICO 3";"Concesión ANI";"La Felisa - La Pintada";"P3";"3219738470";"LINEA GRATUITA: 018000423780 LINEA CELULAR: 3219738470";"Vía La Felisa – La Pintada";1244140800;116819;1684426700;156531;1658323650;168118;1678198300;181113;1287495600;120263;1348107650;139575;1285020550;131002;1632792100;166732;1391049800;135567;1425312900;137236;1509300800;144717;1388411800;127075;1534411600;"4908,1";1606194200;"4734,741935";1773492200;"5616,451613";1785288700;"5905,677419";1316657100;"4191,75";1614059050;"4762,580645";1599397600;"4878,766667";1420445600;"4164,548387";1358152200;"3984,193548";1500476100;"4527,366667";1558421600;"4598,193548";1450118300;"4279,7";1523962200;130131;1707068800;145196;1798597650;164911;1829564100;176360;1287506650;108525;1685058200;147951;1517011900;135376;1562051900;141348;1431515450;120885;1565602600;133701;1687263000;142380;1513722200;124476;8300;9000;19200;24400;27400;0;0;0;0;8400;8700;"5,391597876";"-75,59999513"
"Row77";"CONCESION HELIOS";"5008B";"Cundinamarca";25;"EL KORAN";"RUTA DEL SOL 1";"Concesión ANI";"El Korán - Guaduas";"RDS1";"(1) 5188489";"3185166166 / 018000914181";"Bogotá – Medellín - Norte";3326481000;99077;3728333050;121292;4108136500;168667;4343221850;185748;3484043100;103027;3289481150;117715;3330630800;112837;3722803400;135538;3384214800;108304;3659202200;123419;3715710300;125948;3412531800;105371;3824329700;"4493,133333";4082207200;"4263,032258";4576443400;"5952,612903";4251160700;"5832";3300215500;"3515,892857";3930628600;"4191,516129";3990589900;"4390,6";3734907500;"3607,967742";4176579400;"4087,419355";4136479200;"4370,3";4277834750;"4455,677419";3821933800;"3856,366667";3915263500;119646;3970927500;127193;5056705250;190185;4603129200;191762;3551916500;103556;4019558400;131813;3796201400;126014;4077901300;134299;3778416900;113442;4218156100;128384;4103290000;129817;3820196700;111517;12800;18000;25400;53100;66000;78300;0;0;0;8800;9100;"5,497131704";"-74,61372959"
"Row80";"Concesión Briceño - Tunja - Sogamoso";"5502";"Boyacá";15;"TUTA";"BRICEÑO - TUNJA - SOGAMOSO";"Concesión ANI";"Tunja - Duitama";"BTS";"3174340959";"3174422284     /  3174422284";"Via Tunja – Paipa Km 12+200 Jurisdiccion Combita";3072710950;335927;3504303700;385503;4060452300;469794;3607602450;429577;3028308850;327420;2421732450;298344;3009448600;351435;3487426750;391400;3322622800;370244;3349683200;372255;3472621250;387402;3205362250;348838;3613223750;"13039,66667";3729970500;"12689,19355";4568266900;"16214,80645";3832318000;"14113,74194";3272603250;"11866,21429";3774607150;"13005,32258";3610753500;"12801,46667";3579228000;"11936,22581";3604455450;"12122,06452";3743580650;"12922,3";3827347600;"12765,90323";3483741950;"11921,3";3722909750;370527;4247865100;422143;5158733200;541955;4342322050;460916;3501283150;342177;4208486000;428274;4010818850;405375;3986007200;410338;3880672950;385147;4274456100;417536;4337500050;419903;4037116050;388911;8000;8900;23000;28500;33500;0;0;0;0;6800;8200;"5,6568966";"-73,27843908"
"Row82";"INVIAS";"45A05";"Boyacá";15;"SABOYA";"ZIPAQUIRÁ - PALENQUE";"INVIAS";"Ubaté - Puente Nacional";"ZP";"-1";"-1";"Vía Ubate Puente Nacional  Km 66+200 Jurisdicción Saboyá";760608500;75850;929338500;98367;1110589000;123093;1208102600;143937;769396400;77110;845144900;99508;857996700;93138;1011397000;111526;882574500;93839;942859400;97231;979714000;104283;815046100;83069;1051131800;"3632,066667";0;"0";0;"0";1277161300;"4534,354839";819098700;"2791,642857";0;"0";970433800;"3296,2";910888600;"2839,419355";896587700;"2811,451613";0;"0";0;"0";0;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8200;8900;22900;28500;33300;0;0;0;0;9300;9500;"5,727864796";"-73,74466588"
"Row83";"Concesión Pacifico Tres S.A.S.";"25B01";"Antioquia";5;"LA PINTADA";"AUTOPISTA CONEXIÓN PACIFICO 2";"Concesión ANI";"La Pintada - Peñalisa";"P2";"3173673153";"3185018100  - #272 Claro Movistar y Tigo";"KM 03 RUTA 25B01 Vía Pintada – Bolombolo";278149100;32762;547876500;61968;262356050;30365;231630400;29014;198633400;22854;348422700;41692;313082400;37547;294707100;35457;264830700;31673;262589100;29848;401896300;49555;402871700;49057;394822700;"1201,433333";336724300;"1081,354839";364436700;"1196,064516";397425900;"1284,419355";731856600;"1861,392857";336495200;"1083,774194";376311100;"1207,633333";424246300;"1171,83871";381316500;"1046,83871";323426700;"1044,6";351518600;"1087,354839";330455800;"1053,733333";367128900;34652;626835500;47553;498330200;42729;395106400;39843;323835400;29903;525201200;42558;540215300;44221;366588400;36662;581121400;52407;489038800;39985;421075300;37926;769451000;55171;8300;9000;19200;24400;27400;0;0;0;0;8400;8700;"5,749465359";"-75,62728596"
"Row86";"CONCESION LA PINTADA S.A.S. (ODINSA)";"2509";"Antioquia";5;"PRIMAVERA";"AUTOPISTA CONEXIÓN PACIFICO 2";"Concesión ANI";"La Pintada - Primavera";"P2";"3173673153";"3185018100  - #272 Claro Movistar y Tigo";"KM 38+800 RUTA  2509, Via Medellin - La Pintada";1280207000;121431;1530565500;141061;1881920400;196501;1883315400;209178;1407638200;136130;1376061800;145076;1334512800;137829;1655287500;170204;1497498600;150072;1599362100;158726;1534149400;146553;1333764700;119460;1759383000;"5816,2";1840075100;"5646,83871";2053300100;"6758,193548";1995735900;"6742,677419";1513470300;"5012,964286";1853839200;"5716,193548";1828708100;"5807,7";1630429200;"4962,258065";1609343500;"4962,096774";1745296500;"5555,1";1823053900;"5625,451613";1678646200;"5179,533333";1768313000;159993;2017494800;183690;2132179900;206170;2082435500;208437;1545740600;138205;2026458300;189962;1841323200;177063;1882027000;177809;1806921500;167315;1844804700;169323;1926931600;175992;1739568400;154854;8300;9000;19200;24400;27400;0;0;0;0;8400;8700;"5,968901178";"-75,59407236"
"Row87";"Concesión Vial del Pacífico";"6003";"Antioquia";5;"AMAGA";"AUTOPISTA CONEXIÓN PACIFICO 1";"Concesión ANI";"La Mansa - Primavera";"P1";"3207103032";"3207103032";"Km. 89+396 Ruta Nacional 6003";1633986600;196195;1867129350;231049;1864110800;238203;1723802500;226676;1559518400;188467;1696085700;217154;1676150150;210008;1842971250;226552;1775509350;219106;1619610800;201518;1711778700;217315;1601802800;199433;1795704000;"7155,433333";1808113500;"7010,258065";2163210550;"8423,870968";1874218800;"7537,548387";1571031750;"6637,821429";1901705000;"7347,258065";1842385800;"7276,9";1705003600;"6573,967742";1771529850;"6743,806452";1855354050;"7346,266667";1823240100;"6984,903226";1548714300;"6116,366667";1821062100;1821062100;1899270950;1899270950;2185983800;2185983800;2100717800;2100717800;1663976350;1663976350;1773198150;1773198150;1530527600;1530527600;2030450300;2030450300;1226332200;1226332200;1866120750;1866120750;1852465800;1852465800;1758902300;1758902300;8300;9000;19200;24400;27400;0;0;0;0;8400;8700;"6,046953761";"-75,6598771"
"Row88";;"6005";"Antioquia";5;"COCORNA";"DESARROLLO VIAL DEL ORIENTE DE MEDELLÍN";"INVIAS";"Santuario - Cruce Ruta 45 (Caño Alegre)";"DVM";"-1";"-1";"KM 03+100 RUTA 6005 Via Santuario - Puerto Triunfo";2179348900;106275;2659718200;137984;2995828600;176893;2881114300;180523;2202890300;108380;2075454500;123667;2241534300;123520;2525151600;142183;2311119100;120986;2616115400;141380;2594435300;143992;2332188600;118759;2780284500;"4912,6";3022298800;"4874,83871";3379519800;"6047,129032";3056164100;"5824,677419";2518718400;"4138,464286";2967331700;"4925,580645";2880396000;"4994,033333";2666404200;"4107,774194";2724550300;"4247,322581";2986200300;"4838,733333";2978141400;"4768,612903";2714200700;"4285,833333";2954775000;133044;3251137300;153711;0;0;3688295900;199901;2777453500;121191;3225318900;157154;3058124300;151143;3150096600;154535;2842038700;128955;0;0;0;0;0;0;12100;19100;16700;20800;41600;59300;59300;0;0;0;0;"6,124607098";"-75,24303963"
"Row89";"Concesión Túnel Aburrá - Oriente S.A.";"5601";"Antioquia";5;"LAS PALMAS";"DESARROLLO VIAL DEL ORIENTE DE MEDELLÍN";"Concesión ANI";"Glorieta Las Palmas - La Unión";"DVM";"(4) 4446178 - 2228085 - 4602225";"(4) 4446178 - 2228085 - 4602225";"Km. 5 RUTA 5601 Vía Medellín -  La Ceja";2073356300;265708;2294727200;292965;2678947000;338457;2169139600;276928;2069371300;262642;2302155100;293479;2187414400;277802;2212855600;282694;2234760700;286889;2389195200;300545;2378790800;298662;2194619500;281103;2387348000;"9586,766667";2540439500;"9852,064516";2785852100;"10823,58065";3082409700;"10999,77419";2269321300;"9743,321429";2520789900;"9832,516129";2406328900;"9696,166667";2421020100;"9420,967742";2460498800;"9592,580645";2498381800;"9979,5";2479917900;"9584,967742";2365589700;"9488";2603061900;302718;2878109500;335476;3033447900;354137;2564814100;297229;2384960200;277374;2754044300;320236;2651667300;308317;2666352800;310213;2656346000;309656;2787881700;323582;2729115900;316377;2758373000;320596;8700;10500;10500;10500;23300;31400;35100;0;0;0;0;"6,150673018";"-75,53125739"
"Row90";"Invias";"45A06";"Santander";68;"OIBA";"ZIPAQUIRÁ - PALENQUE";"INVIAS";"Puente Nacional - San Gil";"ZP";"-1";"-1";"Vía Puente Nacional – San Gil Km 62+950";1004880600;90122;1159787900;110136;1411113950;146394;1442324300;157019;998620400;90282;887747350;100525;1025016400;103607;1249988500;126134;1099647850;103540;1198786200;112604;1216323800;117547;1102602800;100409;1343976900;"4264,3";0;"0";0;"0";1571536500;"5181,935484";1079101200;"3350,714286";0;"0";1256759500;"3869,466667";1188110800;"3344,354839";1180928100;"3350,870968";0;"0";0;"0";0;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8200;8900;22900;28500;33300;0;0;0;0;9300;9500;"6,178236419";"-73,33328957"
"Row92";"Concesionaria Ruta Del Sol";"4511";"Santander";68;"ZAMBITO";"RUTA DEL SOL SECTOR 2";"INVIAS";"Río Ermitaño - La Lizama";"RDS2";"3165298178";"-1";"Vía Rio Ermitaño La Lizama Km 6";2320200600;108724;2513316200;120791;2693019300;151874;2738295800;169766;2218692000;105671;2207636300;115016;2359300700;116855;2386408900;125325;2242007100;108422;2390373500;118375;2612223000;128699;2460887800;117151;2507967400;"4038,333333";2470883900;"3601,354839";0;"0";3011945100;"5610,322581";2254471100;"3584,714286";2437281600;"3654,290323";2481824500;"3804,366667";2439939300;"3441,806452";2375449500;"3351,903226";0;"0";1676435400;"3939,9";2439535000;"3614,666667";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10500;13300;31200;37400;43900;0;0;0;0;9300;9500;"6,294713993";"-74,45699184"
